OBJECTID *,Shape *,Join_Count,TARGET_FID,state,city,name,holc_id,HOLC Grade,neighborho,area_descr,Black Population %,White Population %,Indigenous American %,Asian Population %,Hispanic or Latino Population %,% Below Poverty Line,% Housing Units Owned,% Housing Units Rented,% Mobile Homes,% 1970-1979 or older,% 1980-1989 or newer,% With Complete Plumbing,% With Incomplete Plumbing,% Foreign Born,Shape_Length,Shape_Area,Indicator for Plumbing
6542,Polygon,4,6541,OH,Columbus, ,B22,B,511,"{ """" : """" }",38.900466,48.348654,0.006863,2.047105,2.725928,18.225192,45.342619,54.657375,0,94.224327,5.775667,90.459982,9.540012,68.714022,0.030581,0.000049,0
6569,Polygon,5,6568,OH,Columbus, ,C18,C,515,"{ """" : """" }",38.900466,48.348654,0.006863,2.047105,2.725928,18.225192,45.342619,54.657375,0,94.224327,5.775667,90.459982,9.540012,68.714022,0.054138,0.00005,0
6570,Polygon,8,6569,OH,Columbus, ,C19,C,513,"{ """" : """" }",38.900466,48.348654,0.006863,2.047105,2.725928,18.225192,45.342619,54.657375,0,94.224327,5.775667,90.459982,9.540012,68.714022,0.108783,0.00025,0
6572,Polygon,6,6571,OH,Columbus, ,C20,C,512,"{ """" : """" }",38.900466,48.348654,0.006863,2.047105,2.725928,18.225192,45.342619,54.657375,0,94.224327,5.775667,90.459982,9.540012,68.714022,0.076281,0.000132,0
3130,Polygon,5,3129,LA,New Orleans, ,C43,C,2948,"{ ""1c"" : ""0 -"", ""1d"" : ""0"", ""6"" : ""Ample"", ""4a"" : ""5"", ""2e"" : ""100% 98%"", ""2f"" : ""80% 50%"", ""2a"" : ""Single and double cottages 3-5 rms 1 and 2 story large singles 5-7 rms"", ""2l"" : ""35-70 15-22"", ""5b"" : ""3"", ""2g"" : ""4000-10,000 2500-3800"", ""2"" : ""70 30"",",78.662339,14.03936,0.443513,2.243738,0.761272,26.137041,59.855289,40.144705,1.274179,95.048677,4.951316,90.459709,9.540285,46.405441,0.021591,0.000025,0
102,Polygon,6,101,AL,Montgomery, ,C1,C,3965,"{ ""2"" : ""This area contains highest land in Montgomery, although level; not wooded. All known as Capitol Heights. Type of soil very good for construction purposes - much better than Cloverdale."", ""1"" : ""Definitely declining Montgomery, Ala. C-1"", ""3"" : """,50.079631,47.794905,0.029253,0.091743,0.873222,8.178054,70.57309,29.426904,0.323348,89.412877,10.587117,90.456204,9.54379,51.018658,0.163956,0.000579,0
113,Polygon,4,112,AL,Montgomery, ,D6,D,3959,"{ ""12a"" : ""Very limited"", ""11a"" : ""No residential"", ""14"" : ""This is the largest negro area in the City; wage-earners work in homes, fertilizer factories, railroad shops. Houses in western and northern portion of this area are in much poorer repair than r",50.079631,47.794905,0.029253,0.091743,0.873222,8.178054,70.57309,29.426904,0.323348,89.412877,10.587117,90.456204,9.54379,51.018658,0.143288,0.000492,0
2416,Polygon,1,2415,IL,East St. Louis,Maplewood and Cahokia,C5,C,4576,"{ ""2"" : ""100 "", ""2d"" : "" Good"", ""10"" : """", ""2g"" : "" 1800-2800"", ""1b"" : ""Industrial Workers"", ""4a"" : ""0"", ""2c"" : "" 12 Years"", ""2b"" : ""Frame "", ""4b"" : """", ""1a"" : "" Slowly "", ""2h"" : ""  2000-3500 20"", ""8"" : ""This area, known as Maplewood and Cahokia, is loca",36.845553,56.827103,2.650095,3.166077,0.406001,16.508974,51.173898,48.826099,8.755832,80.61399,19.386007,90.42039,9.579607,2.95858,0.0801,0.000166,0
5003,Polygon,2,5002,NJ,Camden,"Camden
",B6,B,6186,"{ ""3"" : ""General convenience and location "", ""6b"" : ""Brick & frame"", ""9c"" : ""Poor"", ""5g"" : "" "", ""7"" : ""120% 60% 60% $6,000 $52.50 $40-$100 1934 $10,000 $42.50 $25-$60 1924 75% 1937 1924 75% $4500-$14000 $70 $30-$75 110% $4000-$10000 $7,500 $6000-$20000"",",76.496719,8.818579,1.149677,0.094756,12.647896,16.452287,41.621617,58.378379,0,83.016059,16.983936,90.419933,9.580062,77.212853,0.027128,0.000039,0
5015,Polygon,3,5014,NJ,Camden,"Camden - Whitman Park Section
",C5,C,6185,"{ ""10a"" : ""Good"", ""12a"" : ""Limited"", ""1"" : ""C-5 Third Camden (Whitman park Section)"", ""12b"" : ""None"", ""9c"" : ""Poor"", ""9b"" : ""$2,500-3,500"", ""4"" : ""Negro district on edge of this section, but splendid cooperation of all residents in this section will alwa",76.496719,8.818579,1.149677,0.094756,12.647896,16.452287,41.621617,58.378379,0,83.016059,16.983936,90.419933,9.580062,77.212853,0.078906,0.000084,0
8867,Polygon,1,8866,WV,Wheeling, ,C6,C,6521,"{ ""3g"" : "" 2, $5000 "", ""3d"" : ""  Good"", ""3o"" : "" 71 1938  25-40  "", ""1d"" : ""75"", ""3p"" : "" $40 Good "", ""2d"" : "" None"", ""3c"" : ""15  "", ""3m"" : ""35-55  "", ""2c"" : ""None "", ""3q"" : "" Good "", ""2b"" : ""1500-3000"", ""3l"" : "" None "", ""3f"" : "" 70 "", ""3k"" : ""  None"", """,0.000108,95.107254,0,0.000527,0,11.865306,77.632272,22.367727,8.479496,91.367122,8.632878,90.406618,9.593382,0.013771,0.025231,0.000034,0
728,Polygon,5,727,CA,Oakland, ,D4,D,6675,"{ ""9a"" : ""little"", ""5c"" : ""Latin & Nordic 15%"", ""14"" : ""(3) This area of modern type bungalows was originally put on as a white subdivision. However, now Negroes have crowded in until there is only a small percentage of white remaining, most Italians. Di",4.083245,47.019711,0.771114,35.320735,15.086301,41.588671,15.441898,84.558096,0.923634,77.96309,22.036904,90.380636,9.619358,90.433365,0.101042,0.000232,0
6543,Polygon,6,6542,OH,Columbus, ,B23,B,509,"{ """" : """" }",61.230276,27.088495,1.179334,0.331068,3.686704,30.059595,43.338455,56.66155,0.428761,96.101675,3.89833,90.267795,9.73221,31.477303,0.097144,0.000287,0
6574,Polygon,6,6573,OH,Columbus, ,C22,C,505,"{ """" : """" }",61.230276,27.088495,1.179334,0.331068,3.686704,30.059595,43.338455,56.66155,0.428761,96.101675,3.89833,90.267795,9.73221,31.477303,0.063732,0.00016,0
6576,Polygon,5,6575,OH,Columbus, ,C24,C,508,"{ """" : """" }",61.230276,27.088495,1.179334,0.331068,3.686704,30.059595,43.338455,56.66155,0.428761,96.101675,3.89833,90.267795,9.73221,31.477303,0.073188,0.000103,0
3407,Polygon,2,3406,MA,Holyoke Chicopee, ,D1,D,6995,"{ ""1"" : ""Holyoke: This area is centrally located, between the northern end of the commercial district and the river. The terrain is level and high enough to eliminate any danger from floods at this point. Small stores are scattered among the old one and",7.45446,74.947155,0.387642,0.852625,81.270323,44.989842,21.152796,78.847206,0.001838,84.154178,15.845823,90.238855,9.761146,14.545275,0.023138,0.000022,0
6532,Polygon,2,6531,OH,Columbus, ,B13,B,538,"{ """" : """" }",6.176607,70.406445,0.150269,19.784074,3.127844,30.970725,0,92.551422,0,66.178489,26.372933,82.788774,9.762649,90.523607,0.031768,0.00003,0
7190,Polygon,1,7189,PA,Chester, ,B5,B,9461,"{ """" : """" }",85.215494,5.68027,0.052375,0,12.30087,33.186241,39.33136,60.668637,0,92.398511,7.601486,90.227999,9.771998,39.834558,0.027741,0.000022,0
7867,Polygon,3,7866,TX,Beaumont, ,A,A,8887,"{ """" : """" }",51.584885,25.349093,0,5.170358,40.802553,20.88321,38.995133,61.004876,1.625338,67.478486,32.521524,90.214986,9.785023,93.246149,0.024553,0.000036,0
7874,Polygon,4,7873,TX,Beaumont, ,B,B,8894,"{ """" : """" }",51.584885,25.349093,0,5.170358,40.802553,20.88321,38.995133,61.004876,1.625338,67.478486,32.521524,90.214986,9.785023,93.246149,0.129995,0.000399,0
7878,Polygon,4,7877,TX,Beaumont, ,C,C,8886,"{ """" : """" }",51.584885,25.349093,0,5.170358,40.802553,20.88321,38.995133,61.004876,1.625338,67.478486,32.521524,90.214986,9.785023,93.246149,0.117344,0.000131,0
4618,Polygon,5,4617,MS,Jackson, ,D5,D,9066,"{ """" : """" }",76.831442,22.766656,0,0.401897,0,33.97525,9.813486,90.186509,1.666568,71.788499,28.211496,90.192588,9.807406,0,0.057464,0.000136,0
8084,Polygon,4,8083,TX,Waco, ,B,B,9010,"{ """" : """" }",9.439008,73.162877,1.436201,0.013548,78.64294,22.39362,74.58856,25.411438,0.20689,88.350523,11.649476,90.185531,9.814468,96.475509,0.020135,0.000025,0
8090,Polygon,7,8089,TX,Waco, ,C,C,9011,"{ """" : """" }",9.439008,73.162877,1.436201,0.013548,78.64294,22.39362,74.58856,25.411438,0.20689,88.350523,11.649476,90.185531,9.814468,96.475509,0.055877,0.000183,0
4316,Polygon,1,4315,MO,Greater Kansas City, ,B21,B,5633,"{ ""1b"" : ""Business and professional"", ""2d"" : ""Good "", ""1d"" : """", ""9"" : ""2 Eastwood Hills,. Jackson County, MO 2/1/39 B-21"", ""1c"" : "" "", ""4a"" : ""None"", ""1e"" : ""None"", ""2b"" : ""Frame, brick & stucco "", ""8"" : ""This is Eastwood Hills lcoated atop a bluff affo",59.15569,32.958201,0.226691,0,4.406326,16.357978,70.694288,29.305709,0,89.844472,10.155526,90.181521,9.818477,10.707793,0.052444,0.000093,0
1857,Polygon,4,1856,IL,Chicago, ,B130,B,1641,"{ ""2a"" : ""Singles- 5-6 rooms 2-3-4; 4-5 rooms"", ""2d"" : ""Good Good"", ""4a"" : """", ""1c"" : ""December 30, 1899 December 30, 1899"", ""2"" : ""December 30, 1899 December 30, 1899"", ""5"" : """", ""6"" : ""Ample"", ""8"" : ""This is known as the Greenfield area of Riverdale. T",84.153789,5.353632,0,0.031859,0.030182,25.327495,47.408727,52.591276,0,89.581276,10.418727,90.155909,9.844094,2.535295,0.021349,0.000028,0
1858,Polygon,4,1857,IL,Chicago, ,B131,B,1639,"{ ""4a"" : ""December 30, 1899"", ""2a"" : ""3- 6 flats-- 5 rooms Singles- 5-9 rooms"", ""2"" : ""December 30, 1899 December 30, 1899"", ""1c"" : ""December 30, 1899 December 30, 1899"", ""1a"" : "" Yes "", ""2e"" : ""December 31, 1899 December 31, 1899"", ""8"" : ""This area is k",84.153789,5.353632,0,0.031859,0.030182,25.327495,47.408727,52.591276,0,89.581276,10.418727,90.155909,9.844094,2.535295,0.042273,0.000106,0
2149,Polygon,3,2148,IL,Chicago, ,C275,C,1640,"{ ""1a"" : ""  Yes slowly"", ""1b"" : ""Wage earners"", ""1c"" : ""December 30, 1899 "", ""1d"" : ""December 30, 1899"", ""1e"" : ""None"", ""2"" : ""December 31, 1899 "", ""2a"" : ""Single; 4-6 rooms "", ""2b"" : "" Frame"", ""2c"" : ""10 years "", ""2d"" : ""Good "", ""5"" : """", ""2e"" : "" Decem",84.153789,5.353632,0,0.031859,0.030182,25.327495,47.408727,52.591276,0,89.581276,10.418727,90.155909,9.844094,2.535295,0.041572,0.000037,0
2263,Polygon,3,2262,IL,Chicago, ,D128,D,1642,"{ ""2l"" : ""$22.50-27.50 $17.50-27.50"", ""7"" : ""February 12, 1900 April 21, 1905"", ""5a"" : ""December 31, 1899"", ""5"" : """", ""4b"" : """", ""8"" : ""This area located north of 138th to 136th is the oldest part of the city and an undesirable place to reside. It has al",84.153789,5.353632,0,0.031859,0.030182,25.327495,47.408727,52.591276,0,89.581276,10.418727,90.155909,9.844094,2.535295,0.021195,0.000027,0
3125,Polygon,2,3124,LA,New Orleans, ,C39,C,2962,"{ ""4a"" : ""1"", ""1e"" : ""None"", ""72"" : ""39.75"", ""5"" : ""2"", ""2e"" : ""100% 50% due to fact others just being completed"", ""2g"" : ""None built 2000-3000"", ""2n"" : "" Jan '39 15-20 0 None for rent"", ""2f"" : ""100% 30%"", ""2m"" : ""None for rent 15-20 (+)6 "", ""2"" : ""65 35",84.626423,9.901245,0.232167,1.944579,3.19976,23.683434,31.684595,54.727936,1.301394,68.713579,17.698952,76.52194,9.890591,15.649514,0.014582,0.000014,0
2769,Polygon,1,2768,IN,Muncie, ,C6,C,3424,"{ ""15"" : ""N/A  9/29/1937"", ""6b"" : ""frame"", ""4"" : ""Age and obsolescence"", ""5b"" : ""2,500"", ""13"" : ""Good for those who want to be near to business, but generally on the decline."", ""9c"" : ""good"", ""5a"" : ""Business men and skilled labor"", ""5c"" : ""N/A none"", ""8",15.734968,76.279523,0.68232,0,0,40.424201,24.211828,75.788178,0,90.708771,9.291235,90.087011,9.912995,38.433796,0.046473,0.000063,0
6707,Polygon,2,6706,OH,Lima, ,D6,D,3160,"{ ""12b"" : ""no"", ""10b"" : ""very good"", ""10c"" : ""good"", ""11a"" : ""none"", ""11"" : ""Lima"", ""13"" : ""static"", ""13"" : ""6"", ""11b"" : ""none"", ""151"" : ""Simon S. Fischel"", ""152"" : ""August 2 7"", ""2"" : ""Flat; treeless; sparsely settled"", ""14"" : ""Area will eventually buil",48.968105,37.68146,0,0,1.637683,28.571921,37.030251,62.969749,1.584724,84.579748,15.420252,90.084191,9.915809,20.385744,0.058521,0.000158,0
3919,Polygon,4,3918,MI,Flint, ,D11,D,4341,"{ ""8c"" : ""50"", ""1"" : ""D-11 Fourth Flint, Michigan"", ""5d"" : ""Yes 25"", ""5e"" : """", ""15"" : ""  July 23rd, 1937"", ""8a"" : ""90"", ""10a"" : ""Good"", ""12a"" : ""Fair"", ""6a"" : ""One family units"", ""6b"" : ""Frame"", ""9c"" : ""Fair"", ""4"" : """", ""6c"" : ""25 years"", ""14"" : ""Above",36.21394,52.114525,0.305704,0.019701,6.68442,33.524017,60.243978,39.75603,5.453022,92.85892,7.141087,90.057297,9.94271,33.652863,0.155366,0.000262,0
3939,Polygon,3,3938,MI,Flint, ,D9,D,4340,"{ ""10c"" : ""Good"", ""5c"" : ""10 Yes"", ""6d"" : ""Fair"", ""13"" : ""A matter of continuing factory employment."", ""8c"" : ""50"", ""11a"" : """", ""14"" : """", ""4"" : """", ""15"" : ""July 23rd, 1937  "", ""12b"" : ""Fair"", ""9b"" : ""Singles at $2,500"", ""5f"" : ""A few"", ""7"" : ""85 10 to 2",36.21394,52.114525,0.305704,0.019701,6.68442,33.524017,60.243978,39.75603,5.453022,92.85892,7.141087,90.057297,9.94271,33.652863,0.033862,0.000056,0
7500,Polygon,2,7499,PA,Pittsburgh, ,B25,B,2142,"{ ""10a"" : ""Good"", ""1"" : ""Sub-Pittsburgh, Carnegie B 25"", ""10b"" : ""Anything"", ""10c"" : ""Good"", ""11a"" : ""No"", ""11b"" : ""No"", ""12a"" : ""Yes"", ""12b"" : """", ""13"" : ""Static"", ""14"" : ""Most of the residents work locally."", ""15"" : ""T.K. Heselbarth 7 July "", ""2"" : ""Hi",7.597075,91.226742,0.160902,0.142891,2.624816,7.276831,80.830405,19.169588,0,86.048573,13.951419,90.047978,9.952015,77.097285,0.026339,0.000044,0
7579,Polygon,3,7578,PA,Pittsburgh, ,D34,D,2143,"{ ""8b"" : ""100%"", ""2"" : ""Bottom of valley - sloping up the hillside"", ""1"" : ""Sub-Pittsburgh - Carnegie  D 34"", ""6b"" : ""Frame - brick"", ""6a"" : ""Single - duplexes - Mixture"", ""10a"" : ""Good"", ""4"" : ""Section lies poorly, overcrowding of housing."", ""14"" : ""Arc",7.597075,91.226742,0.160902,0.142891,2.624816,7.276831,80.830405,19.169588,0,86.048573,13.951419,90.047978,9.952015,77.097285,0.109865,0.000188,0
1475,Polygon,2,1474,GA,Atlanta,Adair Park,C33,C,3752,"{ ""3d"" : "" Fair "", ""3e"" : "" 95 "", ""3f"" : ""50  "", ""0"" : ""Atlanta, Georgia"", ""2d"" : ""None 0"", ""4a"" : ""Very limited"", ""4b"" : ""Very limited"", ""1d"" : ""90"", ""3g"" : "" None "", ""3h"" : ""2.75-4.5  "", ""2a"" : ""Clerical and factory workers; skilled mechanics"", ""3i"" :",68.027566,15.956375,0.001701,12.121997,2.545457,17.28362,48.67331,51.326682,0.398854,80.993569,19.006423,90.029452,9.97054,84.314166,0.051389,0.000076,0
1497,Polygon,2,1496,GA,Atlanta,Pittsburgh,D15,D,3751,"{ ""3m"" : ""15-25  "", ""1a"" : ""Level to rolling"", ""31"" : ""100"", ""6"" : ""15 Pittsburgh D"", ""3q"" : ""  Good"", ""1b"" : ""Street car transportation on McDaniel Street and Stewart Avenue. Negro schools, churches, and community business centers scattered throughout a",68.027566,15.956375,0.001701,12.121997,2.545457,17.28362,48.67331,51.326682,0.398854,80.993569,19.006423,90.029452,9.97054,84.314166,0.048911,0.000109,0
2802,Polygon,5,2801,IN,South Bend, ,C3,C,4518,"{ ""5g"" : ""Yes  "", ""12b"" : ""Some"", ""12a"" : ""Some"", ""13"" : ""Static to slowly deteriorating."", ""9a"" : ""Poor"", ""8a"" : ""70"", ""9c"" : ""Little"", ""15"" : ""  June 27, 1937"", ""5a"" : ""Laboring and skilled mechanics"", ""4"" : ""Substantial age. Industry."", ""10a"" : ""Good""",31.447539,34.196277,0.636556,0,48.565127,29.348079,55.984503,44.015502,0.571619,95.098329,4.901675,90.01101,9.988995,88.703117,0.090558,0.000222,0
2813,Polygon,2,2812,IN,South Bend, ,D4,D,4521,"{ ""12a"" : ""None"", ""5c"" : ""Polish 30"", ""6a"" : ""One family units"", ""6b"" : ""One-story frame"", ""5d"" : "" No"", ""15"" : ""  June 28, 1937"", ""7"" : "" 5 to 9 88% 75% 100 $1,200 $700 to 1,800 600 to 1,600 6 to 10 100 83% 77% 1929 1,000 1933 500 to 1,100 7 $7 to 11 $9",31.447539,34.196277,0.636556,0,48.565127,29.348079,55.984503,44.015502,0.571619,95.098329,4.901675,90.01101,9.988995,88.703117,0.034805,0.00004,0
2814,Polygon,2,2813,IN,South Bend, ,D5,D,4519,"{ ""5c"" : ""Mixed 10"", ""9b"" : """", ""15"" : ""  June 28, 1937"", ""9a"" : ""None"", ""6a"" : ""One family units. "", ""8c"" : ""15"", ""3"" : ""None, except nearness to industry."", ""5g"" : ""  Yes"", ""7"" : ""75%  $10 to 15 400 $1,000  50%  $600 to 1,500 5 to 7 1933 300 to 500 $12",31.447539,34.196277,0.636556,0,48.565127,29.348079,55.984503,44.015502,0.571619,95.098329,4.901675,90.01101,9.988995,88.703117,0.052895,0.000141,0
2815,Polygon,3,2814,IN,South Bend, ,D6,D,4517,"{ ""14"" : """", ""10a"" : ""Fairly good"", ""11a"" : ""None"", ""13"" : ""Downward"", ""2"" : ""Level. Linden Place."", ""10c"" : ""Good"", ""1"" : ""FOURTH D-6"", ""3"" : ""Adjacence to industry."", ""11b"" : ""None"", ""12b"" : ""None"", ""10b"" : ""$18 to 20 units"", ""15"" : ""June 28, 1937  "",",31.447539,34.196277,0.636556,0,48.565127,29.348079,55.984503,44.015502,0.571619,95.098329,4.901675,90.01101,9.988995,88.703117,0.082146,0.000113,0
2821,Polygon,2,2820,IN,South Bend, , ,D,4520,"{ """" : """" }",31.447539,34.196277,0.636556,0,48.565127,29.348079,55.984503,44.015502,0.571619,95.098329,4.901675,90.01101,9.988995,88.703117,0.022232,0.000008,0
4597,Polygon,4,4596,MS,Jackson, ,A3,A,9074,"{ """" : """" }",94.028434,2.577121,0,2.657306,0,29.40406,47.952733,52.047275,0,81.503026,18.496983,89.9973,10.002709,43.458901,0.04589,0.000051,0
4602,Polygon,5,4601,MS,Jackson, ,B4,B,9073,"{ """" : """" }",94.028434,2.577121,0,2.657306,0,29.40406,47.952733,52.047275,0,81.503026,18.496983,89.9973,10.002709,43.458901,0.043509,0.000032,0
4603,Polygon,6,4602,MS,Jackson, ,B5,B,9075,"{ """" : """" }",94.028434,2.577121,0,2.657306,0,29.40406,47.952733,52.047275,0,81.503026,18.496983,89.9973,10.002709,43.458901,0.083968,0.000217,0
4610,Polygon,8,4609,MS,Jackson, ,C5,C,9056,"{ """" : """" }",94.028434,2.577121,0,2.657306,0,29.40406,47.952733,52.047275,0,81.503026,18.496983,89.9973,10.002709,43.458901,0.107084,0.000189,0
6834,Polygon,3,6833,OH,Toledo, ,C24,C,2278,"{ ""3"" : ""10  90"", ""1a"" : ""Level"", ""2a"" : ""White collared and industrial workers."", ""3j"" : ""72  1938 800 - 4800  70 1000 - 6000"", ""1e"" : ""Downward"", ""3c"" : ""30  30"", ""3f"" : "" 50 60"", ""3b"" : ""Frame Frame "", ""3k"" : ""3000  3500"", ""3g"" : ""0  0"", ""2e"" : ""Same""",27.641063,58.954679,0,0.577215,13.568298,25.164888,43.721054,56.278949,0,95.088572,4.911432,89.98448,10.015523,34.727209,0.127851,0.000405,0
2390,Polygon,3,2389,IL,East St. Louis,Pinehurst,A2,A,4605,"{ ""2p"" : ""Up "", ""2k"" : "" Up"", ""2j"" : ""Good - Around $6500 "", ""2f"" : ""80% "", ""10"" : """", ""4a"" : ""0"", ""8"" : ""This fairly new area is known as Pinehurst. The land is level and sandy and the area is 70% developed. Originally restricted to single-family homes",98.261715,0.778974,0,0,0.225571,34.454421,37.88359,62.116398,0,84.65599,15.343998,89.980761,10.019227,5.359954,0.022787,0.000031,0
2398,Polygon,5,2397,IL,East St. Louis,Lansdowne,B3,B,4604,"{ ""5b"" : """", ""2a"" : ""Duplex Single - 4-7 Rooms"", ""2c"" : ""20 Years 20 Years"", ""2b"" : ""Mixed Mixed"", ""5a"" : ""3"", ""2f"" : ""70% 50%"", ""8"" : ""This area is known Lansdowne. The land is low and level; good streets, and transportation; newly paved arterial highwa",98.261715,0.778974,0,0,0.225571,34.454421,37.88359,62.116398,0,84.65599,15.343998,89.980761,10.019227,5.359954,0.07412,0.000212,0
2406,Polygon,4,2405,IL,East St. Louis,Rosemont Manor,C10,C,4606,"{ ""10"" : """", ""1c"" : ""- 5"", ""1b"" : ""Business and professional - mechanics, etc."", ""1a"" : ""Slowly  "", ""3"" : ""Satisfactory Single 4-6 rm, frame, $2500-3500 50"", ""71"" : ""9"", ""72"" : ""64.47"", ""8"" : ""Known as Rosemont Manor, located outside city limits of E. St",98.261715,0.778974,0,0,0.225571,34.454421,37.88359,62.116398,0,84.65599,15.343998,89.980761,10.019227,5.359954,0.070129,0.000138,0
7276,Polygon,1,7275,PA,Harrisburg, ,D,D,9175,"{ """" : """" }",24.838292,47.606727,0,19.146184,5.562743,12.239583,36.71875,63.28125,0,75.479744,24.520256,89.978678,10.021322,94.029851,0.023148,0.000015,0
2565,Polygon,1,2564,IN,Evansville, ,C4,C,3841,"{ ""5a"" : ""Laboring Class"", ""6d"" : ""Fair"", ""5g"" : ""No No"", ""8a"" : ""95"", ""5e"" : ""None"", ""5b"" : ""$1,000 to 1,400"", ""5d"" : "" None"", ""12b"" : ""Fair"", ""8b"" : ""100"", ""4"" : ""Old Residential Area"", ""10c"" : ""Good"", ""9b"" : ""One-Family: $2,500"", ""7"" : ""$2,800   70 19",10.860724,82.538727,0.04978,0,1.576145,31.915983,43.650496,56.349503,0.143593,90.413067,9.586932,89.923107,10.076892,55.309753,0.141645,0.00039,0
1122,Polygon,4,1121,CO,Pueblo, ,D3,D,8452,"{ ""1"" : ""This section is made up of cheap, old houses. Its proximity to the state mental hospital caused it to decline as a residential section many years ago."" }",2.443199,53.145006,8.603312,3.721888,57.429243,22.305885,28.09216,71.862977,0.003066,90.527223,9.427913,89.86284,10.092297,88.375348,0.028521,0.000026,0
2493,Polygon,2,2492,IL,Rockford, ,A3,A,3455,"{ ""2e"" : ""None"", ""1c"" : ""None"", ""1b"" : ""Restricted - sufficient transportation and other facilities"", ""1d"" : ""85"", ""1e"" : ""down"", ""2a"" : ""Business & Professional"", ""0"" : """", ""2b"" : ""10000-20000"", ""2c"" : "" None"", ""2d"" : "" -"", ""2f"" : ""None"", ""2g"" : ""- Yes",1.91581,88.619523,0,0.091888,9.406849,11.1122,55.420116,44.579878,0,95.539925,4.460069,89.89733,10.102664,99.999994,0.015369,0.000015,0
6964,Polygon,4,6963,OK,Oklahoma City, ,48R,D,8788,"{ """" : """" }",20.901379,61.435303,2.842934,0.034818,32.880853,13.52301,44.319734,42.059953,3.428261,57.87413,28.505557,76.275302,10.104385,68.97971,0.033486,0.000069,0
6979,Polygon,6,6978,OK,Oklahoma City, ,60R,D,8789,"{ """" : """" }",20.901379,61.435303,2.842934,0.034818,32.880853,13.52301,44.319734,42.059953,3.428261,57.87413,28.505557,76.275302,10.104385,68.97971,0.066274,0.000171,0
